id,name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time,accesoriess_cat_name
188,"CSMBS2D4 C&S Electric- 4A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D4,D-Series,CSMBS2D4,8520,6816,Piece,Pack of 6,1,"CSMBS2D4,C&S A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,1815378941-CSMBS2D4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
189,"CSMBS2D5 C&S Electric- 5A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D5,D-Series,CSMBS2D5,8520,6816,Piece,Pack of 6,1,"CSMBS2D5,C&S 5A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,8920775260-CSMBS2D5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
190,"CSMBS2D6 C&S Electric- 6A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D6,D-Series,CSMBS2D6,6810,5448,Piece,Pack of 6,1,"CSMBS2D6,C&S 6A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,5802284301-CSMBS2D6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
191,"CSMBS2D10 C&S Electric- 10A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D10,D-Series,CSMBS2D10,6810,5448,Piece,Pack of 6,1,"CSMBS2D10,C&S 10A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,6509195337-CSMBS2D10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
192,"CSMBS2D16 C&S Electric- 16A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D16,D-Series,CSMBS2D16,6810,5448,Piece,Pack of 6,1,"CSMBS2D16,C&S 16A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,8947237577-CSMBS2D16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
193,"CSMBS2D20 C&S Electric- 20A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D20,D-Series,CSMBS2D20,6810,5448,Piece,Pack of 6,1,"CSMBS2D20,C&S 20A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,5605714278-CSMBS2D20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
194,"CSMBS2D25 C&S Electric- 25A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D25,D-Series,CSMBS2D25,6810,5448,Piece,Pack of 6,1,"CSMBS2D25,C&S 25A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,8110468641-CSMBS2D25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
195,"CSMBS2D32 C&S Electric- 32A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D32,D-Series,CSMBS2D32,6810,5448,Piece,Pack of 6,1,"CSMBS2D32,C&S 32A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,7908035857-CSMBS2D32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
196,"CSMBS2D40 C&S Electric- 40A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D40,D-Series,CSMBS2D40,9870,7896,Piece,Pack of 6,1,"CSMBS2D40,C&S 40A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,5754274108-CSMBS2D40-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
197,"CSMBS2D50 C&S Electric- 50A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D50,D-Series,CSMBS2D50,10260,8208,Piece,Pack of 6,1,"CSMBS2D50,C&S 50A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,6725042243-CSMBS2D50-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
198,"CSMBS2D63 C&S Electric- 63A, 2 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 6)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS2D63,D-Series,CSMBS2D63,10260,8208,Piece,Pack of 6,1,"CSMBS2D63,C&S 63A, 2 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS2D63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,2 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710739928-Product-Screenshot 2024-03-18 110153.png,5102255252-CSMBS2D63-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
199,"CSMBS3D0.5 C&S Electric- 0.5A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D0.5,D-Series,CSMBS3D0.5,8480,6784,Piece,Pack of 4,1,"CSMBS3D0.5,C&S 0.5A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D0.5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,3814241144-CSMBS3D0.5-C&,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
200,"CSMBS3D1 C&S Electric- 1A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D1,D-Series,CSMBS3D1,8480,6784,Piece,Pack of 4,1,"CSMBS3D1,C&S 1A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D1 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,3945323875-CSMBS3D1-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
201,"CSMBS3D2 C&S Electric- 2A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D2,D-Series,CSMBS3D2,8480,6784,Piece,Pack of 4,1,"CSMBS3D2,C&S 2A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D2 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,8812864974-CSMBS3D2-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
202,"CSMBS3D3 C&S Electric- 3A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D3,D-Series,CSMBS3D3,8480,6784,Piece,Pack of 4,1,"CSMBS3D3,C&S 3A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D3 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,1605436604-CSMBS3D3-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
203,"CSMBS3D4 C&S Electric- 4A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D4,D-Series,CSMBS3D4,8480,6784,Piece,Pack of 4,1,"CSMBS3D4,C&S A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D4 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,1258347568-CSMBS3D4-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
204,"CSMBS3D5 C&S Electric- 5A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D5,D-Series,CSMBS3D5,8480,6784,Piece,Pack of 4,1,"CSMBS3D5,C&S 5A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D5 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,2294205683-CSMBS3D5-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
205,"CSMBS3D6 C&S Electric- 6A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D6,D-Series,CSMBS3D6,6700,5360,Piece,Pack of 4,1,"CSMBS3D6,C&S 6A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,3928235624-CSMBS3D6-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
206,"CSMBS3D10 C&S Electric- 10A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D10,D-Series,CSMBS3D10,6700,5360,Piece,Pack of 4,1,"CSMBS3D10,C&S 10A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,2902168391-CSMBS3D10-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
207,"CSMBS3D16 C&S Electric- 16A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D16,D-Series,CSMBS3D16,6700,5360,Piece,Pack of 4,1,"CSMBS3D16,C&S 16A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,2960787860-CSMBS3D16-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
208,"CSMBS3D20 C&S Electric- 20A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D20,D-Series,CSMBS3D20,6700,5360,Piece,Pack of 4,1,"CSMBS3D20,C&S 20A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,20 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,8817492760-CSMBS3D20-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
209,"CSMBS3D25 C&S Electric- 25A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D25,D-Series,CSMBS3D25,6700,5360,Piece,Pack of 4,1,"CSMBS3D25,C&S 25A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,6781449793-CSMBS3D25-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
210,"CSMBS3D32 C&S Electric- 32A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D32,D-Series,CSMBS3D32,6700,5360,Piece,Pack of 4,1,"CSMBS3D32,C&S 32A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,8627722120-CSMBS3D32-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
211,"CSMBS3D40 C&S Electric- 40A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D40,D-Series,CSMBS3D40,10160,8128,Piece,Pack of 4,1,"CSMBS3D40,C&S 40A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,8331074059-CSMBS3D40-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
212,"CSMBS3D50 C&S Electric- 50A, 3 Pole, D Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S Electric,Panel & Panel Accessories,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS3D50,D-Series,CSMBS3D50,10540,8432,Piece,Pack of 4,1,"CSMBS3D50,C&S 50A, 3 Pole D Curve 10kA WiNtrip2 MCB:- Buy C&S, CSMBS3D50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",--,--,--,--,--,Type,D Curve,No. of Poles,3 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710742824-Product-Screenshot 2024-03-18 115013.png,2818228015-CSMBS3D50-C&S,8536,18%,--,--,--,--,--,--,--,--,1,1-2 Days,
